employer_name,city,state,occupation,soc_code,job_title,estimated_headcount,headcount_confidence,salary_min,salary_median,salary_max,salary_confidence,location_confidence,overall_confidence,industry,inference_source,record_type
" NATIONAL GRID USA SERVICE COMPANY, INC.",Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Jacobs Engineering Group Inc.,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,18,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Jacobs Engineering Group Inc.,Boston,MA,sales,41-0000,Sales and Related Occupations,11,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Jacobs Engineering Group Inc.,Boston,MA,customer_service,,Customer Service,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Jacobs Engineering Group Inc.,Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Jacobs Engineering Group Inc.,Boston,MA,skilled_trades,,Skilled Trades,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Jacobs Engineering Group Inc.,Boston,MA,other,,Other,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"ZoomInfo Technologies, LLC",Boston,MA,software_developers,15-1252,Software Developers,30,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"ZoomInfo Technologies, LLC",Boston,MA,data_scientists,15-2051,Data Scientists,6,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"ZoomInfo Technologies, LLC",Boston,MA,product_managers,,Product Managers,6,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"ZoomInfo Technologies, LLC",Boston,MA,designers,,Designers,3,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"ZoomInfo Technologies, LLC",Boston,MA,sales,41-0000,Sales and Related Occupations,9,0.35,23352,38920,76048,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"ZoomInfo Technologies, LLC",Boston,MA,management,11-1021,General and Operations Managers,6,0.35,86136,143560,225890,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"ZoomInfo Technologies, LLC",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,6,0.35,29352,48920,73276,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"ZoomInfo Technologies, LLC",Boston,MA,support,,Support,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"ZoomInfo Technologies, LLC",Boston,MA,other,,Other,3,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"Ventois, Inc",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,18,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Ventois, Inc",Boston,MA,sales,41-0000,Sales and Related Occupations,11,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Ventois, Inc",Boston,MA,customer_service,,Customer Service,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Ventois, Inc",Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Ventois, Inc",Boston,MA,skilled_trades,,Skilled Trades,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Ventois, Inc",Boston,MA,other,,Other,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Audax Management Company, LLC",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,18,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Audax Management Company, LLC",Boston,MA,sales,41-0000,Sales and Related Occupations,11,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Audax Management Company, LLC",Boston,MA,customer_service,,Customer Service,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Audax Management Company, LLC",Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Audax Management Company, LLC",Boston,MA,skilled_trades,,Skilled Trades,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Audax Management Company, LLC",Boston,MA,other,,Other,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
SharkNinja Operating LLC,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,18,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
SharkNinja Operating LLC,Boston,MA,sales,41-0000,Sales and Related Occupations,11,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
SharkNinja Operating LLC,Boston,MA,customer_service,,Customer Service,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
SharkNinja Operating LLC,Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
SharkNinja Operating LLC,Boston,MA,skilled_trades,,Skilled Trades,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
SharkNinja Operating LLC,Boston,MA,other,,Other,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"NetApp, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,18,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"NetApp, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,11,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"NetApp, Inc.",Boston,MA,customer_service,,Customer Service,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"NetApp, Inc.",Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"NetApp, Inc.",Boston,MA,skilled_trades,,Skilled Trades,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"NetApp, Inc.",Boston,MA,other,,Other,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Citizens Financial Group, Inc.",Boston,MA,financial_analysts,13-2051,Financial Analysts,11,0.35,65922,109870,171430,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
"Citizens Financial Group, Inc.",Boston,MA,accountants,13-2011,Accountants and Auditors,9,0.35,51804,86340,135688,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
"Citizens Financial Group, Inc.",Boston,MA,software_developers,15-1252,Software Developers,11,0.35,84138,140230,204246,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
"Citizens Financial Group, Inc.",Boston,MA,customer_service,,Customer Service,9,0.35,36552,60920,106778,0.6,0.9,0.189,finance,employer_db:h1b_estimate,inferred_archetype
"Citizens Financial Group, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,7,0.35,23352,38920,76048,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
"Citizens Financial Group, Inc.",Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
"Citizens Financial Group, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,9,0.35,29352,48920,73276,0.85,0.9,0.268,finance,employer_db:h1b_estimate,inferred_archetype
"Citizens Financial Group, Inc.",Boston,MA,compliance,,Compliance,6,0.35,36552,60920,106778,0.6,0.9,0.189,finance,employer_db:h1b_estimate,inferred_archetype
"Citizens Financial Group, Inc.",Boston,MA,other,,Other,4,0.35,36552,60920,106778,0.6,0.9,0.189,finance,employer_db:h1b_estimate,inferred_archetype
"Moderna Services, Inc.",Boston,MA,scientists,19-1042,Medical Scientists,26,0.35,53604,89340,138264,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Moderna Services, Inc.",Boston,MA,research_associates,,Research Associates,11,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Moderna Services, Inc.",Boston,MA,manufacturing,,Manufacturing,9,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Moderna Services, Inc.",Boston,MA,quality_control,,Quality Control,6,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Moderna Services, Inc.",Boston,MA,regulatory,,Regulatory,3,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Moderna Services, Inc.",Boston,MA,software_developers,15-1252,Software Developers,6,0.35,84138,140230,204246,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Moderna Services, Inc.",Boston,MA,management,11-1021,General and Operations Managers,5,0.35,86136,143560,225890,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Moderna Services, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,3,0.35,29352,48920,73276,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Moderna Services, Inc.",Boston,MA,other,,Other,3,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Quantalytix, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,18,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Quantalytix, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,11,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Quantalytix, Inc.",Boston,MA,customer_service,,Customer Service,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Quantalytix, Inc.",Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Quantalytix, Inc.",Boston,MA,skilled_trades,,Skilled Trades,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Quantalytix, Inc.",Boston,MA,other,,Other,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Replimune Inc.,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,18,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Replimune Inc.,Boston,MA,sales,41-0000,Sales and Related Occupations,11,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Replimune Inc.,Boston,MA,customer_service,,Customer Service,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Replimune Inc.,Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Replimune Inc.,Boston,MA,skilled_trades,,Skilled Trades,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Replimune Inc.,Boston,MA,other,,Other,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
North Shore Physicians Group,Boston,MA,registered_nurses,29-1141,Registered Nurses,18,0.35,59004,98340,146552,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
North Shore Physicians Group,Boston,MA,physicians,29-1216,Physicians,6,0.35,151404,252340,366030,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
North Shore Physicians Group,Boston,MA,medical_technicians,,Medical Technicians,9,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
North Shore Physicians Group,Boston,MA,healthcare_support,,Healthcare Support,11,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
North Shore Physicians Group,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,11,0.35,29352,48920,73276,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
North Shore Physicians Group,Boston,MA,management,11-1021,General and Operations Managers,3,0.35,86136,143560,225890,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
North Shore Physicians Group,Boston,MA,facilities,,Facilities,3,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
North Shore Physicians Group,Boston,MA,other,,Other,11,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
Bentley University ,Boston,MA,faculty,,Faculty,18,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
Bentley University ,Boston,MA,research_staff,,Research Staff,11,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
Bentley University ,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,15,0.35,29352,48920,73276,0.85,0.9,0.268,higher_education,employer_db:h1b_estimate,inferred_archetype
Bentley University ,Boston,MA,student_services,,Student Services,7,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
Bentley University ,Boston,MA,facilities,,Facilities,7,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
Bentley University ,Boston,MA,it_staff,,It Staff,6,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
Bentley University ,Boston,MA,management,11-1021,General and Operations Managers,3,0.35,86136,143560,225890,0.85,0.9,0.268,higher_education,employer_db:h1b_estimate,inferred_archetype
Bentley University ,Boston,MA,other,,Other,5,0.35,36552,60920,106778,0.6,0.9,0.189,higher_education,employer_db:h1b_estimate,inferred_archetype
"BAIN CAPITAL, LP",Boston,MA,software_developers,15-1252,Software Developers,30,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"BAIN CAPITAL, LP",Boston,MA,data_scientists,15-2051,Data Scientists,6,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"BAIN CAPITAL, LP",Boston,MA,product_managers,,Product Managers,6,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"BAIN CAPITAL, LP",Boston,MA,designers,,Designers,3,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"BAIN CAPITAL, LP",Boston,MA,sales,41-0000,Sales and Related Occupations,9,0.35,23352,38920,76048,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"BAIN CAPITAL, LP",Boston,MA,management,11-1021,General and Operations Managers,6,0.35,86136,143560,225890,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"BAIN CAPITAL, LP",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,6,0.35,29352,48920,73276,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"BAIN CAPITAL, LP",Boston,MA,support,,Support,4,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"BAIN CAPITAL, LP",Boston,MA,other,,Other,3,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
 Axtria INC,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,18,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
 Axtria INC,Boston,MA,sales,41-0000,Sales and Related Occupations,11,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
 Axtria INC,Boston,MA,customer_service,,Customer Service,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
 Axtria INC,Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
 Axtria INC,Boston,MA,skilled_trades,,Skilled Trades,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
 Axtria INC,Boston,MA,other,,Other,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,18,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,sales,41-0000,Sales and Related Occupations,11,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,customer_service,,Customer Service,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,skilled_trades,,Skilled Trades,11,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,other,,Other,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Datadog, Inc.",Boston,MA,software_developers,15-1252,Software Developers,30,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"Datadog, Inc.",Boston,MA,data_scientists,15-2051,Data Scientists,6,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
"Datadog, Inc.",Boston,MA,product_managers,,Product Managers,6,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"Datadog, Inc.",Boston,MA,designers,,Designers,3,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
